lat,lon,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11
32.0,80.0,-291.7465199999999,-292.66779999999994,-287.78797999999995,-281.34961999999996,-278.23142999999993,-275.44177999999994,-270.27646999999996,-270.74778,-273.96442999999994,-278.95047999999997,-284.87012999999996
32.0,80.625,-293.23001,-293.35031999999995,-288.48493999999994,-282.05679999999995,-278.79306999999994,-275.89707999999996,-270.81819999999993,-271.43811999999997,-274.59569999999997,-279.60956999999996,-286.48483999999996
32.0,81.25,-293.7371999999999,-293.41335999999995,-288.6208,-281.9609,-278.75562999999994,-275.94093,-270.91182,-271.91839999999996,-274.79123999999996,-279.68799999999993,-286.77307999999994
32.5,72.5,-266.49701999999996,-266.35569999999996,-261.12406999999996,-256.23984999999993,-249.64737999999994,-243.84769999999997,-244.12223999999998,-246.86661999999995,-248.75067999999993,-253.50174999999996,-259.29689999999994
32.5,73.125,-266.56827999999996,-266.03687999999994,-260.6110699999999,-255.36591999999996,-249.62244999999996,-243.36331999999993,-243.37625999999995,-246.30963999999994,-248.29807999999997,-253.68192999999997,-259.24152999999995
32.5,73.75,-265.95606999999995,-264.76839999999993,-259.77903,-254.64273999999995,-248.95661999999993,-242.74405999999993,-243.72153999999995,-246.12265999999994,-248.08246999999994,-253.07556999999997,-258.07669999999996
32.5,74.375,-265.07816999999994,-263.15149999999994,-258.81647999999996,-253.96249999999998,-248.38303999999994,-242.81539999999995,-243.96347999999995,-246.35199999999998,-247.95172999999994,-252.10809999999998,-256.38892999999996
32.5,75.0,-264.76014,-263.60596999999996,-259.12796999999995,-254.65836999999993,-249.24414999999993,-244.39301999999998,-245.11014999999998,-247.39987999999994,-248.73819999999995,-252.53803999999997,-256.2168
32.5,75.625,-265.91434999999996,-266.76059999999995,-262.44715999999994,-257.85679999999996,-252.53397999999993,-249.27323999999993,-248.69329999999997,-250.46889999999996,-251.55069999999995,-254.98685999999998,-258.57838
32.5,76.25,-273.07624999999996,-277.06062,-272.13462999999996,-266.87109999999996,-261.95359999999994,-259.21229999999997,-256.8221,-257.25395,-259.04184999999995,-262.83088,-266.10099999999994
32.5,76.875,-285.80493999999993,-290.30283999999995,-285.09759999999994,-279.24733,-274.85864999999995,-270.55994999999996,-266.62702999999993,-266.06354999999996,-269.61762999999996,-273.55049999999994,-277.69174999999996
32.5,77.5,-293.75131,-296.48346999999995,-292.1881199999999,-288.02097999999995,-281.80168,-276.477,-272.63359999999994,-271.91362,-275.75284999999997,-280.3958999999999,-285.51706999999993
32.5,78.125,-294.28279999999995,-298.65540999999996,-293.83043,-288.90113999999994,-282.6099,-276.90629999999993,-273.13548,-272.31531999999993,-275.63259999999997,-280.24216999999993,-286.42969999999997
32.5,78.75,-293.2602499999999,-298.27745,-293.61208999999997,-286.51291999999995,-279.71982999999994,-276.68799999999993,-272.17584999999997,-271.55051999999995,-275.51502999999997,-279.39261999999997,-285.5364799999999
32.5,79.375,-292.44246,-294.77441,-290.7655,-282.79297999999994,-278.79367999999994,-276.13336999999996,-271.2946299999999,-271.03306,-275.02719999999994,-279.27735999999993,-285.48822999999993
32.5,80.0,-291.75383,-292.80310999999995,-288.01187999999996,-281.407,-278.10446999999994,-275.46912999999995,-270.59779999999995,-270.86081999999993,-274.44535999999994,-278.97929999999997,-284.92598
32.5,80.625,-292.37668999999994,-292.74301999999994,-287.72632999999996,-281.41362,-278.38303999999994,-275.51197999999994,-270.64163999999994,-271.31886,-274.7676799999999,-279.40959999999995,-285.74237999999997
32.5,81.25,-292.51717999999994,-292.66968999999995,-287.50614999999993,-281.05451999999997,-278.14984999999996,-275.1339,-270.30129999999997,-271.37449999999995,-274.64777999999995,-279.28309999999993,-285.77747999999997
33.0,72.5,-266.12781999999993,-266.5001,-261.49854999999997,-256.89115999999996,-251.27112999999997,-244.79093999999998,-244.55722999999995,-247.26932999999997,-249.21161999999998,-253.92589999999996,-259.56015999999994
33.0,73.125,-266.68381999999997,-266.3883799999999,-261.45206999999994,-256.63987,-251.39865999999995,-245.06959999999998,-244.88181999999995,-247.38727999999998,-249.11267999999995,-254.29785999999996,-259.89609999999993
33.0,73.75,-264.07715999999994,-263.9739799999999,-259.31244999999996,-254.68543999999997,-249.10759999999993,-244.03052999999994,-244.01889999999997,-246.57123999999993,-247.63922999999994,-252.01056999999997,-256.54465999999996
33.0,74.375,-264.73884,-265.45523999999995,-260.8941,-256.3380599999999,-251.14309999999995,-246.68103999999994,-246.11719999999997,-248.30585999999994,-249.61527999999993,-253.94049999999993,-257.65379999999993
33.0,75.0,-267.17463,-269.01172999999994,-264.40543999999994,-259.95755999999994,-254.97852999999998,-251.12244999999996,-249.69431999999995,-251.22772999999995,-252.85434999999995,-257.37219999999996,-260.91693999999995
